Tweet_clean,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
ganti presiden via uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ejek bacot ngentot nikahi mengajak ngewe,1,1,1,0,0,1,0,0,0,0,1,0
pengguna pantat ih,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna beli tolnya otomatis menarik duit pengguna tol beli tolnya asing asing asing asing pakai kuno,0,0,0,0,0,0,0,0,0,0,0,0
gila kids jaman jigeum sungguh bahagia gue umur main taplak gunung,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sandi bilang bully pakai asing asing butuh negara cina,0,0,0,0,0,0,0,0,0,0,0,0
pengguna masyaallah wkwk antek anteknya muncul wehhh lini ku,0,0,0,0,0,0,0,0,0,0,0,0
pergi mampus benda kinda suasana hati,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kegedean pipi matanya sipit ya hem xf xf xf xf xf xf,0,0,0,0,0,0,0,0,0,0,0,0
usir pengguna bakar lilin aksi kebinekaan aksi teroris cina bukti mata sipit pegang lilin,1,0,0,0,1,0,1,0,1,0,0,0
pengguna produk gagal beli ya pecundang nih om persediaan kaos tim negara onta payah bikin tau selera pasar xf xf,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna agama mayoritas tertindas teraniaya indonesia,1,0,0,1,0,0,1,1,0,0,0,0
pengguna suka nete km,0,1,0,0,0,0,0,0,0,0,0,0
buku lawas ilmu agama muhammad hatta halaman harga minat,0,0,0,0,0,0,0,0,0,0,0,0
baju nikah dipamerkan paviliun baju melambangkan warisan tradisi budaya kasihi,0,0,0,0,0,0,0,0,0,0,0,0
presiden ri megawati soekarno putri mengunjungi pameran arsip konferensi asia afrika kakak peringatan kakak selasa rabu widya graha jakarta selatan megawati delegasi termuda konferensi,0,0,0,0,0,0,0,0,0,0,0,0
mencintai budaya lokal kampungan mencintai budaya barat kebaratan lagu timur barat selatan utara lagunya wali,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bubarkan dewan perwakilan rakyat asli negara berjalan,1,0,0,0,1,0,1,0,0,0,0,1
pengguna orang kawal hidup tentukan nak nak menampak bodoh nak menampak pandai xe xa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ya bacot,1,1,1,0,0,1,0,0,0,0,0,1
pengguna punuk onta sombong sok tau nih,1,1,1,0,0,1,0,0,0,0,0,1
pengguna diam setan,1,1,1,0,0,1,0,0,0,0,0,1
kwsp penyumberan rm miliar,0,0,0,0,0,0,0,0,0,0,0,0
pengguna mesum ketahuan warga suruh lanjutkan haha xf xf xf xf kocok emut kontol puret tegang xe xa,0,1,0,0,0,0,0,0,0,0,0,0
cape gue kayak bego teman gue diskusi ujian xe xa xe xa,0,1,0,0,0,0,0,0,0,0,0,0
barat gereja kristen menyebabkan masyarakat trauma meragukan agama,0,0,0,0,0,0,0,0,0,0,0,0
monyet songong uniform resource locator,1,1,1,0,0,1,0,0,0,0,0,1
gila sinar light lasernya merajam hidup orang cacat kulit community dukun menata endah sign indonesia raya merendahkan martabat hidup orang penuh kenistaaan hidup orang media,0,0,0,0,0,0,0,0,0,0,0,0
mengambil referensi status facebook twitter instagram no kontak alasan lupa bangsa tolol maju maju,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna mending nete bu joy,0,1,0,0,0,0,0,0,0,0,0,0
pengguna habis minum kencing onta,0,1,0,0,0,0,0,0,0,0,0,0
setuju pengguna percaya gosip,0,0,0,0,0,0,0,0,0,0,0,0
pengguna matanya picek sih babang,1,1,1,0,0,1,0,0,0,1,0,0
sekolah jumat jumat foto perkelas iya sekolah buku tahunan gembel foto perkelas temanya bebas,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pernyataan menyudutkan pemerintah sungguh naif amp munafik hidup manusia tau terima kasih amp balas budi tolol,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna muslim pejabat negara wajib mengungkap dampak buruk mengaji salat,1,0,0,1,0,0,1,1,0,0,0,0
puisi kampungan bodoh ilmu dunia bodoh ilmu agamanya innalillahi,1,1,1,0,0,1,0,1,0,0,0,0
pengguna pengguna tunjukan dunia muslim membantai umat tunjukan,1,0,1,0,0,1,0,0,0,0,0,1
he sinting ya uniform resource locator,1,1,1,0,0,1,0,0,0,1,0,0
pengguna pengguna ku mukanya pas umur literally kentang mulus bersih cacat surat pemberitahuan tahunan bilang can relate skincare sesimpel fw banget,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sipit sipit bantat kayak seungmin,1,1,1,0,0,1,0,0,1,0,0,0
pengguna pengguna gue dengar bocah berkhayal mimpi basah komentari ulah anak orang kayak ayo bocah pengguna pengguna presiden dihina,1,0,1,0,0,1,0,0,0,0,1,0
pengguna tertawa anjing wkwk serius gue pikir memaki salah ya sih taeyong mulu candaan doang,0,1,0,0,0,0,0,0,0,0,0,0
pengguna prestasi ahok mafia koruptor penista agama berhasil tenggelamkan jakarta congoran cebong,1,1,1,0,0,1,0,0,0,0,0,1
budaya melepas kodok ikan burung budaya cina kuno pengguna jujurlah rakyat indonesia,1,0,1,0,0,1,0,0,0,0,0,1
pengguna cebong mainnya kolam tau tanggapi cebong nongol dasar kolam buteknya,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna pengguna monyet komunis tolol,1,1,1,0,0,1,0,0,1,0,0,0
pengguna lupa ya malam jum at habis memencarkan tuyul,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna maaf dukunnya sibuk bakar menyan bani kampret,1,1,1,0,0,1,0,0,0,0,0,1
ayo lengserkan sih joko,1,0,0,0,1,1,0,0,0,0,0,1
pengguna suka si cepat ekspres sms notifikasi pemberitahuan no resi melacak paket barang kiriman barang paket kiriman cepat aman cacat sedikitpun pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna cuap hebat salah promosi susilo bambang yudhoyono menyampah ya will see,1,0,1,0,0,1,0,0,0,0,0,1
pengguna kucing rumahan kakak xf xf kerjaannya makan tidur main tai pipis kayak rang kayak wkwk,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna neo komunis antek cina sebentar musnah negeri,1,0,1,0,0,1,0,0,1,0,0,0
makase ya fren fren ku gue duduki tai kucing kunci motor tertilap xf xf binasa xf xf xd xd,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ingatkan orang orang ingatkan budek tuli pekak tolol,1,1,1,0,0,1,0,0,0,1,0,0
sembako gembar gembor nama presiden berutang diam diam nama rakyat,1,0,1,0,0,1,0,0,0,0,0,1
lokasi muhammad membantai yahudi lukman,1,0,0,1,0,0,1,1,0,0,0,0
gubernur presiden,0,0,0,0,0,0,0,0,0,0,0,0
klik,0,0,0,0,0,0,0,0,0,0,0,0
harap cek kesehatan pembenci deh pengguna hidupmu memburuk segeralah jumpa kelompok terbang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna astagfirullah ya allah jauhkan hamba setan terkutuk,0,0,0,0,0,0,0,0,0,0,0,0
pengguna budek ya,1,1,1,0,0,1,0,0,0,1,0,0
diktaktor otoriter presiden pengguna,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna mampus kayak gue wkwk,1,1,1,0,0,1,0,0,0,0,0,1
pengguna nete abang ggg,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna meluruskan depresi suicide teman ya tuhan bodoh gue cape xe xa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna menteri sontoloyo,1,1,1,0,0,1,0,0,0,0,0,1
salah darimu membaca ayat salat baginya onta hamil gemuk xe xd muslim,0,0,0,0,0,0,0,0,0,0,0,0
ayo zul pengguna kritik,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kurikulum kecintaan indonesia dihapuskan diganti kurikulum kecintaan cina,1,0,0,1,0,0,1,0,1,0,0,0
pengguna hehe dungunya otak km terbalik susah km anak ingusan tumbuh mengerti nete ibumu dasar kadal kebun,1,1,1,0,0,1,0,0,0,0,0,1
sadar bom takjil tempatnya malang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna gue mengerti pola pikir orang tua menyuruh anaknya menjauhi temannya autis manusia sih jahat banget kelebihan pintar,0,0,0,0,0,0,0,0,0,0,0,0
pengguna keturunan partai komunis indonesia marah,0,0,0,0,0,0,0,0,0,0,0,0
cacat mbappe,0,1,0,0,0,0,0,0,0,0,0,0
presiden pengguna menggelar rapat kabinet terbatas agenda membahas percepatan pelaksanaan berusaha iâ,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kafir musuh munafik membunuh,1,1,1,0,0,1,0,0,0,0,0,1
rejim dikeluarkan muncul istilah mesjid radikal syiah komunis liberal,0,0,0,0,0,0,0,0,0,0,0,0
pengguna selamat siang lanjutkan ngentot yuk jumat uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
kepolisian daerah jawa amankan pilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
syarat calon wakil presiden jokowi ajukan ppp salah satunya menjaga narasi bangsa indonesia indonesia dipimpin penggabungan narasi nasionalis agamis agamis nasionalis,0,0,0,0,0,0,0,0,0,0,0,0
pengguna menteri hukum hak asasi manusia md hak imunitas perdebatan undang undang pilihan kepala daerah ketok palu pendekatannya presiden mengeluarkan peraturan pemerintah pengganti undang undang md presiden mengeluarkan peraturan pemerintah pengganti undang undang tanda tangan,0,0,0,0,0,0,0,0,0,0,0,0
panglima tentara nasional indonesia pemuda pemimpin bangsa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sitip,0,0,0,0,0,0,0,0,0,0,0,0
dewan perwakilan rakyat butuh dukungan kayak nih hak pendapat lengserkan jokowi kedaulatan tangan rakyat terserah rakyat,1,0,0,0,1,1,0,0,0,0,0,1
gan kisah bunga hangat course gue haha gue terpikir natural killer detail pergerakan member gue tahap gila tahap natural killer tepi kain orang but sweet stalker cantik and pintar,0,0,0,0,0,0,0,0,0,0,0,0
selingkuh risih sepandai simpan bangkai kecium waktulah membuktikan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna memek eh mewek xf xf xf xf xf xf,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna mampus,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna jokowi antek zionis komunis paranoid islam uniform resource locator,1,0,1,0,0,1,0,1,0,0,0,0
gawat ketimbang pemerintah kecele berkali kali kerja perusahaan asing,0,0,0,0,0,0,0,0,0,0,0,0
pengguna memek lonte disodok kontol gede,0,1,0,0,0,0,0,0,0,0,0,0
presiden pengguna berharap skema kerja pembangunan pembangunan lainnyaâ,0,0,0,0,0,0,0,0,0,0,0,0
buka ekspektasi gue ya flasback membahas ngegoblokin pas sekolah biar have fun realitanya bahas pekerjaan menyombongkan menganggap kerjanya terbaik kontol bangsat xf xf dasar adit fajar ilmiah,1,1,0,1,0,0,1,0,0,0,1,0
udik gay,1,1,1,0,0,1,0,0,0,0,1,0
pengguna pengguna wkwk bangkai mengetuk jendela,0,1,0,0,0,0,0,0,0,0,0,0
suka iri orang orang rahasia kulit mulusnya air wudhu kristen,0,0,0,0,0,0,0,0,0,0,0,0
orang indonesia pejabat tingggi negara kesatuan republik indonesia salam bahasa orang arab bahasa indonesia rendah,1,0,1,0,0,1,0,1,0,0,0,0
pengguna pengguna pakai jurus tenaga kerja asing diperbanyak kali lokal habis dipecat pelan,1,0,0,1,0,0,1,0,0,0,0,1
pengguna pengguna heran setan iblis kabur takut mendengar azan makhluk allah anteng si xe xa,0,1,0,0,0,0,0,0,0,0,0,0
seekor monyet kebun binatang tianjin cina viral memiliki wajah manusia monyet berusia berjenis capuchin berasal amerika uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna dukung aye diam mengagumi duet jokowi puan calon presiden amp calon wakil presiden sumpah,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pb wibowo gay ya,1,1,1,0,0,1,0,0,0,0,1,0
pengguna ya kali sih bolot,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ah pekan tai,0,1,0,0,0,0,0,0,0,0,0,0
pengguna teman tepatnya budak antek,0,1,0,0,0,0,0,0,0,0,0,0
pengguna loh warganet menilai jonru merugikan rakyat jokowi uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna islam nusantara produk jil dipasarkan gencar antek xc xb jil jil anti arab pro asing almarhum kh hasyim muzadi jil kafir xc xbd kafir umat islam,1,1,0,1,0,0,1,1,0,0,0,0
sayangnya gendut ulang gila sih tua umurnya asyik pengguna cepat ketemu salihah harapanmu xf xf semoga meninggalkan xe xba xef xb xf,0,0,0,0,0,0,0,0,0,0,0,0
jokowi tuduh partai komunis indonesia prabowo tuduh otoriter halo mas agus harimurti yudhoyono senyum senyum mengumpulkan kekuatan politik haha,1,0,1,0,0,1,0,0,0,0,0,1
pengguna bunda pro banget goyang kontol suaminya private bun xf xf xg bosan lihat video xf xf xd kasih biar vera lihat xf xf xd nhtt xe xa,0,1,0,0,0,0,0,0,0,0,0,0
abang bahasa asing ya basa asing iya no iya no basa inggris dek basa asing xf xf,0,0,0,0,0,0,0,0,0,0,0,0
pengguna era susilo bambang yudhoyono pengguna alat libas lawan pengguna komplotannya,1,0,0,1,0,0,1,0,0,0,0,1
kang lengserkan jokowi kerja pikir infrastruktur pikir rakyat nyaman ekonomi stabil,1,0,0,0,1,1,0,0,0,0,0,1
berengsek banget mengirim foto setan,1,1,1,0,0,1,0,0,0,0,0,1
pengguna xf xf xf xf andre onta mate hajar,1,1,1,0,0,1,0,0,0,0,0,1
pengguna enak nih dientot kontol uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna weh kunyuk xf xf,0,1,0,0,0,0,0,0,0,0,0,0
gila nih panasnya nutrisari jeruk amerika idiot keringetan,0,1,0,0,0,0,0,0,0,0,0,0
tg rupiah mengakui mengakui nitrogliserin ya sori orang orang menyadari mengetik banci menaksir dicemburui hdh,0,1,0,0,0,0,0,0,0,0,0,0
jablay ya cari perhatiannya tulang cih in,1,1,1,0,0,1,0,0,0,0,1,0
ustaz subki al bughury si sos mendukung pilihan kepala daerah damai kabupaten sinjai hoaks ujaran kebencian isu sara,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ayo mengakui agama mu kristen protestan ateis buddha hindu mengakui malu ya agama,1,0,1,0,0,1,0,1,0,0,0,0
pengguna basah memek entot,0,1,0,0,0,0,0,0,0,0,0,0
cebong bani bumi datar,1,1,0,1,0,0,1,0,0,0,0,1
gue culun orang bekal mimpi minat amp ketrampilan,0,0,0,0,0,0,0,0,0,0,0,0
cewek nih tolol deh gara cinta rela kehormatan,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengadilan negeri ajang kebencian sara sih terdakwa seiman hakim seiman ringan hukumannya beda agama hukum seberat beratnya kecuali sogok pakai duit pengadilan indonesia,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna cebong ahli bully ahli bully gerombolan kampret panik menemukan sosok pas pengganti jokowi jokowi wajib periode,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna memek nikmat ku suka,0,1,0,0,0,0,0,0,0,0,0,0
kasihan pengguna terbata bata bicaranya lupa bawa teks memperhatikannya hormat sukses anies,0,0,0,0,0,0,0,0,0,0,0,0
wagirin arman apresiasi usulan pilihan kepala daerah dipilih dewan perwakilan rakyat daerah,0,0,0,0,0,0,0,0,0,0,0,0
berengsek gue tobat video bokep muncul terkutuk boy nge in,1,1,1,0,0,1,0,0,0,0,0,1
pengguna he su anjing sehat,1,1,1,0,0,1,0,0,0,0,0,1
pengguna wkwk untung gue goblok alias pintar orok,0,0,0,0,0,0,0,0,0,0,0,0
pengguna partai tolol indonesia pemimpinnya kafir ya catet,1,1,0,1,0,0,1,1,0,0,0,0
pengguna pengguna pengguna pengguna pengguna dungu ya dukung prabowo cong menyerang hadehhh dasar banci ya,1,1,1,0,0,1,0,0,0,0,1,0
pengguna prabowo dimusuhi partai komunis indonesia antek anteknya uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna dibanding nd nd bertalenta banget panjat sosial banget sih najis,1,1,1,0,0,1,0,0,0,0,0,1
ganyang partai komunis indonesia hapus lambang partai komunis indonesia film intimidasi komunis antek partai komunis indonesia hantu,1,0,0,0,1,0,1,0,1,0,0,0
pengguna kampret nih sih jimmy duit meniru ulama ulama goblokan goblok bin bahlul copot atribut palsu ganti seragam cebong mati sengsara azab allah amin lihat,1,1,1,0,0,1,0,0,0,0,0,1
gue heran pengguna warga daerah khusus ibukota pilihan kepala daerah ribut mayat gubernur ribut mayat menyalahkan allah menentukan takdir tolol isi ulang,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna mang kartu tanda penduduk tulisan cebong mas butuh perhatian kasih sayang sih,0,0,0,0,0,0,0,0,0,0,0,0
diduga sediakan pekerja seks komersial warung kopi kabupaten tangerang ditutup xc xapolisi uniform resource locator uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna harap maklum pembuat isu toku mendekati idiot xf xf xd,0,1,0,0,0,0,0,0,0,0,0,0
perjalanannya kali presiden pengguna didampingi kepala staf kepresidenan pengguna koordinator staf khusus presiden teten masduki staf khusus presiden diaz hendro priyono komandan pasukan pengamanan presiden mayor jenderal tentara nasional indonesia mar suhartono,0,0,0,0,0,0,0,0,0,0,0,0
pengguna eyyy kepala ngewe,0,1,0,0,0,0,0,0,0,0,0,0
pengalaman urus surat administrasi pernikahan pasangan beda agama kristen katolik bagikan,0,0,0,0,0,0,0,0,0,0,0,0
atasi setan bernama cinta,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna coba ahok berbicara bani kampret murka nuser nuser nuser nuser,1,1,0,1,0,0,1,0,0,0,0,1
malas gerak mantap banget anjir bintang tamunya naif ari lasso padi jaz ran four twenty hivi danilla xf xf xa,0,1,0,0,0,0,0,0,0,0,0,0
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu generasi pesona indonesia pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna dasar goblok tolol negara kesatuan republik indonesia dipimpin manusia turunan onta cari pemimpin warga negara indonesia asli pintar berbobot turunan onta otaknya isis,1,1,0,1,0,0,1,1,0,0,0,0
guru sekolah dasar desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah mendukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
sumpah anjir kesal banget gue ya allah,0,1,0,0,0,0,0,0,0,0,0,0
presiden pengguna sowan kantor majelis ulama indonesia jawa barat presiden ulama insya allah indonesia berkah,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sombongkan situ kampret cebong rendah hati rajin mengaji xf xf xd xf xf xd xf xf xd,1,1,1,0,0,1,0,0,0,0,0,1
pengguna tergoda bantu tolong bantu memegang ujung kaosmu menutupi titit tai,0,1,0,0,0,0,0,0,0,0,0,0
dasar bini suruh beli santan dok melepak kedai mamak berengsek xe haiz amin mandor nih uniform resource locator,1,1,1,0,0,1,0,0,0,0,0,1
suara mengoroknya kayak kambing bandot coba kiraan pakai gergaji mesin malam suara masjid bilang gue budek eh pas kamar haha,0,1,0,0,0,0,0,0,0,0,0,0
bangsa pecundang cukong antek asing,1,1,0,1,0,0,1,0,0,0,0,1
borangnya televisinya mbah uti yoyakarta,0,0,0,0,0,0,0,0,0,0,0,0
pengguna perut buncit kebanyakan tidur cebong mengerti,1,1,1,0,0,1,0,0,0,0,0,1
pengguna contoh sungkan melakukannya terhitung mengambil bagiannya sih xe xcseperti chiya chan xe xa xe xd diam diam tangannya meremet bokong sih helai pasi,0,1,0,0,0,0,0,0,0,0,0,0
djarot gubernur sisa jabatan periode,0,0,0,0,0,0,0,0,0,0,0,0
ah perasaan bukti muslim rohingya usir myanmar memerkosa gadis buddha tanda bejat,1,1,0,1,0,0,1,1,0,0,0,0
pengguna pengguna proyek tambang emas perak dikuasai asing,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna celeng menyebut celeng,1,1,1,0,0,1,0,0,0,0,0,1
pembunuhan karakter mayor jenderal kivlan zein pengguna rezim antek komunis diwakili foto,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna bilang sih kunyuk pengguna omong suruh cari kerja calo politik menjadikan agama tameng nte lihat karmanya,1,1,1,0,0,1,0,1,0,0,0,0
dituduh syiah komunis yahudi antek cina tolong konsisten ya warganet misionaris,1,0,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna penghentian reklamasi penutupan alexis janji melepas saham anies sandi kampanye,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna iri tolol,1,1,1,0,0,1,0,0,0,0,0,1
pengguna biar gatot mundur persiapkan pemilihan presiden lawan jokowi,1,0,1,0,0,1,0,0,0,0,0,1
kereta ac ekonomi serpong berangkat harap dicatat pintu,0,0,0,0,0,0,0,0,0,0,0,0
melempem maaf tenggorokannya kering,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna hak melawan batil rezim mukidi hak menang insyaallah,0,0,0,0,0,0,0,0,0,0,0,0
calon presiden calon wakil presiden ri nih pintar pro orang otoriter,0,0,0,0,0,0,0,0,0,0,0,0
pengguna jokowi diktator,1,0,1,0,0,1,0,0,0,0,0,1
nih ngeles tenaga kerja asing cina orang masuk kendari deh hebat pengangguran indonesia membebaskan tenaga kerja asing cina dibiarkan an,1,0,1,0,0,1,0,0,0,0,0,1
waspadalah pembajak agama berdosa beragama,0,0,0,0,0,0,0,0,0,0,0,0
desa desa indonesia mengajarkan positif ku rindu,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna cebonger nih junjungannya ditembak tiarap habitat bisu berjemaah,1,1,0,1,0,0,1,0,0,1,0,0
pengguna pengguna om tangkap iya dosen usu tangkap om sontoloyo,1,1,1,0,0,1,0,0,0,0,0,1
pengguna koarnya anti asing impornya tiongkok impor india malaysia xf xf xf xf,0,0,0,0,0,0,0,0,0,0,0,0
mending makan murah buang buang duit tai sih beli barang murah sih komen ih beli situ sih murah bahannya bagus sih langsung menyakiti hati sih perkataan,0,1,0,0,0,0,0,0,0,0,0,0
pengguna alamak terjumpa gambar salah pemimpin pejuang melayu islam umno bn nasib clubbing kat tangan gambar pemimpin bn nak,0,0,0,0,0,0,0,0,0,0,0,0
pengguna janji prabowo janjinya terealisasi periode seandainya menang pemilihan presiden janji gombal undang undang md berangus kebebasan berpendapat cermin orang beli cer,1,0,1,0,0,1,0,0,0,0,0,1
cina nih kereta perempuan xf xf,0,0,0,0,0,0,0,0,0,0,0,0
pengguna serius mbah meng iya main film kafir ceritanya menarik sesuai hati nurani,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pemimpinnya dungu rakyat keberkahan,1,1,1,0,0,1,0,0,0,0,0,1
kemarin kayaknya kutipan twit kristen ya xf xf xa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna bajingan,1,1,1,0,0,1,0,0,0,0,0,1
mayoritas warga jokowi presiden,0,0,0,0,0,0,0,0,0,0,0,0
terlemah kinerja jeblok karakter bobrok elektabilitas anjlok pencitraan mentok pendukung goblok kalap mengemis tiongkok macan kodok prof jeffrey musim dingin jokowi presiden terlemah sejarah in,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna tuyul majikannya hehe,0,1,0,0,0,0,0,0,0,0,0,0
pengguna percaya mulut besarnya orang xg kenal keberadaan orang info biar sumbat mulutnya pakai petasan biar modar anjing pembohong,1,1,0,0,1,1,0,0,0,0,0,1
gerakan komunis dampak jalannya perpolitikan dunia indonesia,0,0,0,0,0,0,0,0,0,0,0,0
awas puisi sukmawati dipakai senjata berpolitik udik,1,1,0,1,0,0,1,0,0,0,0,1
mampus rupiah kompetisi jembatan indonesia ngardus gue perhatikan,0,1,0,0,0,0,0,0,0,0,0,0
ambil course graphic design bergaya pergi class budak fashion setan budek nak pakai baju tidur pergi class hanat designer appearance noted that maju anjing,1,1,1,0,0,1,0,0,0,0,0,1
pengguna anjir nick pas bona kimcil gue make unhi nick unhi universitas hindu indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna mampus aib terbongkar,1,1,1,0,0,1,0,0,0,0,0,1
menemukan ustaz babi diharamkan warganet pintar memaki bodoh hidup bermanfaat mengaji xf xf xf xf xf xf,0,0,0,0,0,0,0,0,0,0,0,0
gara drama film korea ditonton bersetting penasaran korsel kenangan sejarah kali ya olimpiade seoul korsel antiny komunis gesek gesekan tetangga,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna bukti valid bahaya virus idiot diminum salah satunya admin pengguna xe xa,0,1,0,0,0,0,0,0,0,0,0,0
menteri negeri indonesia janji hancurkan kekuatan anti cina jokowi anti pribumi turunkan jokowi tiru turki,1,0,0,0,1,1,0,0,0,0,0,1
tri bom xf xf,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna berbicara sih suruh sih cabul pulang banci,1,1,1,0,0,1,0,0,0,0,1,0
hulk marah pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,1,0,1,0,0,1,0,0,0,0,0,1
berdasarkan ayat al alquran allah menghilangkan ilmu sekelip mata hilangnya ilmu ranah hilangnya ulama muka bumi dilantik ketua manusia jahil,0,0,0,0,0,0,0,0,0,0,0,0
menciptakan tujuh langit berlapis lapis lihat seimbang ciptaan tuhan maha pengasih lihatlah adakah lihat cacat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna buta hati buta mata lihat tenaga kerja asing ilegal berkeliaran negeri dungu piara,1,1,0,1,0,0,1,0,0,0,0,1
pengguna kotoran ayam najis bismillah alhamdulillah was sholatu wassalam xe xala rasulullah wabah xe xdu xe xa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna masanya beda alasan kuat pembubarannya masyumi mendukung pemberontakan pemerintahan revolusioner republik indonesia perjuangan rakyat semesta menolak memecat anggotanya berasal partai komunis indonesia dibubarkan peristiwa gs,0,0,0,0,0,0,0,0,0,0,0,0
hadir acara partai koalisi pendukung pasangan gubernur jawa timur nomor urut,0,0,0,0,0,0,0,0,0,0,0,0
oi ngantukkk banget bangkai suka masuk pagi xf xf xad,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna gerombolan cebong mengumpet kayak sembur air,1,1,0,1,0,0,1,0,0,0,0,1
pengguna wajar sih budek,1,1,1,0,0,1,0,0,0,1,0,0
mainkan hati akunya acak acak perasaan akunya beresan goblok kotor lt,0,1,0,0,0,0,0,0,0,0,0,0
pandai ilmu agama akupun cerdas ilmu dunia perempuan mempelajari,0,0,0,0,0,0,0,0,0,0,0,0
presiden party je layak pm manusia berpesta nih harap party nak pm,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna kafir diobral ditutup menutupi kejahatan tetaplah kejahatan salah agamanya sukunya warna kulitnya profesinya pribadi orangnya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna edan didinya euy madep,0,1,0,0,0,0,0,0,0,0,0,0
